id,date,username,tweet,cleaned,dbscan_tfidf,range_id
5f0a2d17-5b97-4c7e-b9ef-411b1039c528,2020-07-29,fajaraismael,"Berapa yang gak balik mbak? Gw juga msh ketahan disini, kecil juga sih krn msh coba2, di dashboard periode invest cuma 1 bulan, tiba2 di klik detail berubah, ada yg 3 bulan dan ada yg 4 bulan, pantesan gak cair2, gimana ini @koinworks ?",gak mbak gw msh ketahan sih krn msh coba2 dashboard periode invest tiba2 klik detail berubah ada ada pantesan gak cair2 gimana,0,52
d1ffc288-484c-405e-8238-649a5a8e80be,2020-07-29,mimeasia,"The financial technology finance company (fintech lending) KoinWorks also focuses on providing education to consumers, in order to reduce fears of investment services.",the financial technology finance company fintech lending also focuses on providing education to consumers in order to reduce fears of investment services,-1,53
71cbfbcd-d415-460e-b039-da0a8e0c9418,2020-07-29,mimeasia,How KoinWorks Attracts Consumers Amid False Investment Concerns  pic.twitter.com/15RwbfefEd,how attracts consumers amid false investment concerns 15rwbfefed,0,54
befa1add-ebe7-40db-bfbf-b451326233fa,2020-07-29,patrolihukum,Bingung Harga Emas Naik Turun? Ini 5 Alasannya!  https://koinworks.com/blog/harga-emas-naik-turun/ … lewat @koinworks,bingung harga emas turun alasannya blog harga emas turun,0,55
5b0c2169-444d-430c-a580-bcce6239f2bb,2020-07-29,technologueid,KoinWorks Dorong Pengguna Tingkatkan Literasi Keuangan Guna Hindari Resiko Penipuan Investasi  http://dlvr.it/RcZ8dD  #Direct #finansial #inklusikeuangan #investasi #KoinWorks,dorong pengguna tingkatkan literasi keuangan hindari resiko penipuan investasi dlvr it rcz8dd direct finansial inklusikeuangan investasi,0,56
9a197ea4-38ff-45c5-bf0a-9e48166e5551,2020-07-29,nolojoasia,"#nowhiring Software Engineer (Front-End) - Freelance at KoinWorks. Work remotely from Jakarta. Apply here:  http://jobs.nolojo.com/koinworks-software-engineer-front-end-freelance …
#remotejob #WFH #jobopenings #remotejobs #hiring #hiringnow #asiaremotejobs #remotework pic.twitter.com/0BBXxdc9uK",nowhiring software engineer front end freelance at work remotely from jakarta apply here jobs nolojo software engineer front end freelance remotejob wfh jobopenings remotejobs hiring hiringnow asiaremotejobs remotework 0bbxxdc9uk,0,57
97d9dc40-9761-4ba8-a538-5cea8c7e3a0c,2020-07-28,bisniscom,"Marak Isu Miring Investasi, KoinWorks Ajak Netizen Lebih Paham Lewat Cara Ini  https://finansial.bisnis.com/read/20200728/563/1272311/marak-isu-miring-investasi-koinworks-ajak-netizen-lebih-paham-lewat-cara-ini?utm_source=dlvr.it&utm_medium=twitter …",marak isu miring investasi ajak netizen paham finansial bisnis read marak isu miring investasi ajak netizen paham utm source dlvr it utm medium,0,58
a2c0c24e-abe7-4e61-9793-b15c04f14c80,2020-07-28,katadatacoid,"KoinWorks berfokus memberikan edukasi kepada konsumen, guna mengurangi kekhawatiran akan layanan investasi.

 https://katadata.co.id/desysetyowati/digital/5f2027616b7fb/cara-koinworks-gaet-konsumen-di-tengah-kekhawatiran-investasi-bodong?utm_source=Social&utm_medium=Twitter&utm_campaign=Digital_Lia …",berfokus edukasi konsumen mengurangi kekhawatiran layanan investasi katadata co id desysetyowati digital 5f2027616b7fb gaet konsumen kekhawatiran investasi bodong utm source social utm medium utm campaign digital lia,0,59
1d652b7a-d42b-4a89-bb62-42bdf27c0934,2020-07-28,pacmannai,"Halo future data modeler!
 http://pacmann.ai  kini bekerja sama dengan @koinworks untuk menyediakan program pinjaman dana pendidikan, tentu dengan syarat dan proses yang mudah.  pic.twitter.com/SEJ5rQH3IS",halo future data modeler pacmann ai menyediakan program pinjaman dana pendidikan syarat proses mudah sej5rqh3is,0,60
aa815921-6071-4e0b-920c-99faa6af0f54,2020-07-28,sportshaoqun,#跨境电商【KoinWorks】#外贸 #亚马逊 KoinWorks介绍KoinWorks平台利用自身研发的机器学习技术将借款人与潜在贷款人进行匹配，重点解决中低收入个人及小微企业的融资需求。平台允许借款人在网上申请每月低利率的贷款，范围囊......原文链接 https://www.ikjzd.com/w/1850  pic.twitter.com/7P3blZtkVb,Kua Jing Dian Shang Wai Mao Ya Ma Xun koinworksJie Shao koinworksPing Tai Li Yong Zi Shen Yan Fa De Ji Qi Xue Xi Ji Zhu Jiang Jie Kuan Ren Yu Qian Zai Dai Kuan Ren Jin Xing Pi Pei Zhong Dian Jie Jue Zhong Di Shou Ru Ge Ren Ji Xiao Wei Qi Ye De Rong Zi Xu Qiu Ping Tai Yun Xu Jie Kuan Ren Zai Wang Shang Shen Qing Mei Yue Di Li Lu De Dai Kuan Fan Wei Nang Yuan Wen Lian Jie ikjzd w 7p3blztkvb,0,61
3c5ffee5-8bbb-438b-837e-eac7376c8e7f,2020-08-10,voachinese,美台签署卫生合作备忘录 美卫生部长：支持台湾的民主开放透明 http://dlvr.it/RdMPMx ,Mei Tai Qian Shu Wei Sheng He Zuo Bei Wang Lu Mei Wei Sheng Bu Chang Zhi Chi Tai Wan De Min Zhu Kai Fang Tou Ming dlvr it rdmpmx,0,62
76d72b00-e3c4-4052-b844-616fab8e018e,2020-07-28,sonofbitchesss,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code LV73566 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/546ea242 ",let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single be d1n34ervkqm and use my lv73566 to get koin or click onelink me lgvi 546ea242,4,63
e91faf67-12a5-4734-a1e6-10df3ea4cac3,2020-07-27,eleazhar_p,Keponya orang2 Koinworks ini sampe LinkedIn saya diteropong. Kerja yg benar saja dulu kalian dlm me-manage penagihan ke peminjam. Orang2 pintar kan katanya kalian? Kecuali niat kalian jd penjahat ya. You're messing with me.  https://twitter.com/koinworks/status/1285166947055751168 … pic.twitter.com/vF8Y0igL7x,keponya orang2 sampe linkedin diteropong kerja dlm me manage penagihan peminjam orang2 pintar kecuali niat jd penjahat ya you re messing with me status vf8y0igl7x,-1,64
a091f6ac-c4f1-49e8-837a-d8c98a4988f4,2020-07-27,eventjakartacom,"KoinWorks x SDNKI | Masa Depan Inklusi Keuangan Indonesia | Selasa, 28 Juli 2020 | 15.00 WIB | Pendaftaran :  http://bit.ly/MDK72P  pic.twitter.com/Dn8gxeQcfe",x sdnki inklusi keuangan indonesia selasa juli wib pendaftaran bit ly mdk72p dn8gxeqcfe,12,65
4b2c5180-fd92-451e-a209-a893df50c851,2020-07-27,dnki_,"Gimana kemudahan akses layanan keuangan buat anak muda bisa bikin Indonesia makin sejahtera? Cari tau jawabannya di webinar kami bersama @koinworks, besok (28/7) jam 15:00!

Buruan daftar di  http://bit.ly/MDK72S  ya. GRATIS! pic.twitter.com/8CIhNHRO5O",gimana kemudahan akses layanan keuangan anak muda bisa bikin indonesia sejahtera cari tau jawabannya webinar besok jam buruan daftar bit ly mdk72s ya gratis 8cihnhro5o,0,66
92b6af32-6893-40ae-a61a-4b3b7dbcdf9b,2020-07-27,lhie28,koinGold nya Koinworks aja,koingold nya,0,67
