,Unnamed: 0,date,username,name,tweet,urls,retweets_count,likes_count,hashtags,id
1314,1314,2020-04-25,sky_toll,Sky_Toll,"Let me introd. U to KoinWorks, Indonesia 1st Super Fin. App. Get return up to 18% p.a & non-collateralized loan in 1 single app. Watch  https://youtu.be/D1N34eRVkqM   Dwnload & Use code 37718 to get 350,000 KOIN or click  https://koinworks.onelink.me/LgVI/d81b5432  KoinWorks is registd. & supervsd. by OJK","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/d81b5432']",0,0,[],e142d72a-2f2c-4888-9beb-7b16afe72243
1315,1315,2020-04-25,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],56dfa73d-eedc-4c57-b981-8f9a7793fdb6
1316,1316,2020-04-24,managerebenejer,🌏,"Dananya otomatis dikirim setelah borrower tf. Ga kayak koinworks, sistem saldo dan pencairan nya makan waktu berhari.  pic.twitter.com/342A4w4uQT",[],0,0,[],7a28f5a1-150b-4804-875f-f28458a48d29
1317,1317,2020-04-24,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],0573f924-12dd-49ce-af44-b15b44dc034b
1318,1318,2020-04-24,hendrihary1,hendrihary,"*Lihat Videonya* 
  https://youtu.be/D1N34eRVkqM  
 
 Download dan *dapatkan 350,000* KOIN dengan kode saya HN04349 atau klik  https://koinworks.onelink.me/LgVI/30ab7848 
KoinWorks *terdaftar dan diawasi oleh OJK*","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/30ab7848']",0,0,[],b2f1c9b9-9d2a-410a-b706-bc5aaa4feb27
1319,1319,2020-04-24,sky_toll,Sky_Toll,[Event Recap] Jurus Jitu Berbisnis Bebas Repot di Masa Work From Home  https://koinworks.com/blog/event-recap-dialokal-x-printereous/ … via @koinworks,['https://koinworks.com/blog/event-recap-dialokal-x-printereous/'],0,0,[],a650b91d-c98d-46f5-9074-13406146fc94
1320,1320,2020-04-24,dailysocial,DailySocial.id,"@koinworks raises $20 million funding from European financial institution and VC firms

 https://dailysocial.id/post/koinworks-receives-316-billion-rupiah-funding-from-european-financial-institution-and-venture-capital …",['https://dailysocial.id/post/koinworks-receives-316-billion-rupiah-funding-from-european-financial-institution-and-venture-capital'],0,0,[],757f704a-9af9-4061-8471-68199700f9cb
1321,1321,2020-04-24,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],e108925f-b915-414b-b522-100fd92611ed
1322,1322,2020-04-24,hzpin,ArifinWirawan,"@koinworks tlg dicek id 2120199662, solusi pencairan nya sudah berbulan2 tidak dilakukan, sampai mana progress nya?",[],0,0,[],4baaa912-9f55-46a6-a965-52ab506047a2
1323,1323,2020-04-24,indoict,Majalah ICT,Koinworks & Prudential Indonesia Bersinergi Wujudkan Aksi dan Perlindungan di Tengah Pandemi Covid-19  https://www.majalahict.com/koinworks-prudential-indonesia-bersinergi-wujudkan-aksi-dan-perlindungan-di-tengah-pandemi-covid-19/ … via @indoict,['https://www.majalahict.com/koinworks-prudential-indonesia-bersinergi-wujudkan-aksi-dan-perlindungan-di-tengah-pandemi-covid-19/'],0,0,[],1c51db9a-30d7-4be4-b726-5fa3114e795c
1324,1324,2020-01-09,danielchayau,Author,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",['https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us'],28,107,[],4b0a6682-e4e5-4ea8-a715-347dcd3fcd1c
1325,1325,2020-04-24,indoict,Majalah ICT,Koinworks & Prudential Indonesia Bersinergi Wujudkan Aksi dan Perlindungan di Tengah Pandemi Covid-19  https://www.majalahict.com/koinworks-prudential-indonesia-bersinergi-wujudkan-aksi-dan-perlindungan-di-tengah-pandemi-covid-19/ … @indoict,['https://www.majalahict.com/koinworks-prudential-indonesia-bersinergi-wujudkan-aksi-dan-perlindungan-di-tengah-pandemi-covid-19/'],0,0,[],ac731ada-f15b-44e4-810d-35213b0d6041
1326,1326,2020-04-24,koinworks,KoinWorks,"Banyaknya jenis loan (pinjaman) yang disediakan pada aplikasi KoinWorks, tentunya semakin mempermudah kamu untuk memilih sesuai dengan keinginan.

Dengan adanya invoice financing bisa menjaminkan tagihan yang sedang…  https://www.instagram.com/p/B_WUJuGAteb/?igshid=q5qe3pqlc4wk …",['https://www.instagram.com/p/B_WUJuGAteb/?igshid=q5qe3pqlc4wk'],0,0,[],c82c7d0b-02c9-4fee-a9bc-67c433277482
1327,1327,2020-04-24,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],3d24bbd3-651e-4fca-b58c-678440297a89
1328,1328,2020-04-24,kompascom,Kompas.com,KoinWorks bekerja sama dengan PT Prudential Life Assurance atau Prudential Indonesia untuk memberikan Perlindungan Jiwa Kecelakaan & Covid-19.  http://dlvr.it/RVLPDP ,['http://dlvr.it/RVLPDP'],4,8,[],15b05986-caf5-49c8-9f81-aecede50a747
1329,1329,2020-04-24,kompasekonomi,Kompas Ekonomi,"Gandeng Prudential, KoinWorks Beri Asuransi Covid-19 untuk Donatur  http://kmp.im/AFzuBs ",['http://kmp.im/AFzuBs'],0,0,[],ed4e3098-8e1a-4f56-afe6-a7731446c3aa
1330,1330,2020-04-24,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],b4726a87-f1b9-4208-a4ba-d01229003e9a
1331,1331,2020-04-24,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],df6e4cb5-3e75-4ec1-aa76-a13e6a8dc2b9
1332,1332,2020-04-24,wartakotalive,Warta Kota 21 Tahun,"Prudential dan KoinWorks Beri Perlindungan Tambahan, 100.000 Test Kit Covid-19, dan Riset Genetika  https://wartakota.tribunnews.com/amp/2020/04/24/prudential-dan-koinworks-beri-perlindungan-tambahan-100000-test-kit-covid-19-dan-riset-genetika … lewat @tribunnews",['https://wartakota.tribunnews.com/amp/2020/04/24/prudential-dan-koinworks-beri-perlindungan-tambahan-100000-test-kit-covid-19-dan-riset-genetika'],0,0,[],4e9f8d69-b187-4746-a078-f19d6c98af69
1333,1333,2020-04-23,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],b6afe46e-432b-4f33-a685-1e16dd773486
1334,1334,2020-04-23,koinworks,KoinWorks,KoinWorks berkolaborasi dengan perusahaan asuransi jiwa PT Prudential Life Assurance (Prudential Indonesia) untuk memberikan Perlindungan Jiwa Kecelakaan & Covid-19. Hal ini sebagai wujud komitmen KoinWorks dan…  https://www.instagram.com/p/B_U79aJg2qk/?igshid=6eg2q677yij7 …,['https://www.instagram.com/p/B_U79aJg2qk/?igshid=6eg2q677yij7'],0,2,[],42469603-39a1-4099-ae17-0eed2533a6df
1335,1335,2020-04-23,koinworks,KoinWorks,Bulan suci yang ditunggu akhirnya tiba. KoinWorks mengucapkan Marhaban Ya Ramadan 1441 H. Mohon maaf lahir dan batin 🙏🙏🙏  https://www.instagram.com/p/B_Uo4ALgREn/?igshid=bcp7ya2959zw …,['https://www.instagram.com/p/B_Uo4ALgREn/?igshid=bcp7ya2959zw'],0,0,[],93a1d18d-4afa-4986-a789-1f2f3dde2f85
1336,1336,2020-04-23,koinworks,KoinWorks,Bulan suci yang ditunggu akhirnya tiba. KoinWorks mengucapkan Marhaban Ya Ramadan 1441H. Mohon maaf lahir dan batin 🙏🏻🙏🏻🙏🏻  https://www.instagram.com/p/B_UoUxMAZM8/?igshid=1g2pozi2c0kco …,['https://www.instagram.com/p/B_UoUxMAZM8/?igshid=1g2pozi2c0kco'],0,0,[],5a0a2a7b-ef0d-4fa0-b7b1-0b4802e9fd84
1337,1337,2020-04-23,kontannews,KONTAN NEWS,"Gelar donasi untuk corona, Koinworks gandeng Prudential beri asuransi bagi donatur  http://keuangan.kontan.co.id/news/gelar-donasi-untuk-corona-koinworks-gandeng-prudential-beri-asuransi-bagi-donatur … #Fintech",['http://keuangan.kontan.co.id/news/gelar-donasi-untuk-corona-koinworks-gandeng-prudential-beri-asuransi-bagi-donatur'],0,0,['#fintech'],b1ae6576-84a1-40b9-97a6-dbd8f92d2e04
1338,1338,2020-04-23,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],63ad27b9-29a8-4c1f-a451-16b41249fbb9
1339,1339,2020-04-23,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],59ce396e-a8ee-49ea-b074-fb9110e07f5e
1340,1340,2020-04-23,strukparkir,dim.,Masa pandemi maenan asetku sama koinworks masih worth it?,[],0,1,[],77331edc-8015-489d-9349-55624994144f
1341,1341,2020-04-23,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],8d309936-663f-4406-bb37-172330541c5f
1342,1342,2020-04-22,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],52ab6682-d550-4a20-9c90-49296a9566e8
1343,1343,2020-04-22,kabarsukadotcom,kabarsuka.com,#DitraktirKoinWorks; Sebuah Bentuk Apresiasi KoinWorks bagi para #PahlawanFinansial Indonesia http://kabarsuka.com/?p=1085&utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …,['http://kabarsuka.com/?p=1085&utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost'],0,0,"['#ditraktirkoinworks', '#pahlawanfinansial']",4ff96964-a777-480b-bea4-7abb90ca3852
1344,1344,2020-04-22,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],582b2eda-37f2-455b-bc92-35bde6ad707f
1345,1345,2020-01-09,danielchayau,Author,"Check out Audio Book Elven Magic on Audible, amazon pay $75 for every bounty(have to be a member for 91 days consecutively) . https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us …",['https://www.audible.com/pd/B078WHKMN3/?source_code=AUDFPWS0223189MWT-BK-ACX0-105123&ref=acx_bty_BK_ACX0_105123_rh_us'],28,107,[],20132ee3-152a-49b3-879d-7db856443019
1346,1346,2020-04-22,swamediainc,SWA Media Inc.,Sinergi KoinWorks &Prudential Galang Donasi Rapid Test Kit  https://swa.co.id/swa/csr-corner/sinergi-koinworks-prudential-galang-donasi-rapid-test-kit … pic.twitter.com/dUD1upWuTj,['https://swa.co.id/swa/csr-corner/sinergi-koinworks-prudential-galang-donasi-rapid-test-kit'],0,0,[],dc65d042-09fe-4ecf-8c9a-c17db1783630
1347,1347,2020-04-22,koinworks,KoinWorks,"KoinWorks berkolaborasi dengan perusahaan asuransi jiwa PT Prudential Life Assurance (Prudential Indonesia), untuk memberikan Perlindungan Jiwa Kecelakaan & COVID-19 sebagai wujud komitmen KoinWorks dan Prudential…  https://www.instagram.com/p/B_SITJcABFa/?igshid=eh4jl5eudyr4 …",['https://www.instagram.com/p/B_SITJcABFa/?igshid=eh4jl5eudyr4'],0,1,[],1e12122e-8829-4112-a9d7-ccd8b919322e
1348,1348,2020-04-22,jurnalpatrolin1,Jurnal Patroli News,Sinergi KoinWorks,[],0,0,[],4a2dbd06-d0c9-4cd0-a1a7-1e4ae59997f1
1349,1349,2020-04-22,indonesia,Indonesia,The Synergy of KoinWorks & Prudential Indonesia to Realize Action and Protection Amid COVID ...  https://ift.tt/34U3bAg ,['https://ift.tt/34U3bAg'],0,0,[],ca0e9eda-1893-4415-8cf2-2cc337297e8c
1350,1350,2020-04-22,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],26f6d75d-af4c-47f2-b823-d0996f6606ee
1351,1351,2020-04-22,munimunch,muni,Asetku koinworks cover berapa persen ya mas?,[],0,1,[],c19babe1-831f-4673-8f4f-2f93271b5390
1352,1352,2020-04-22,ibsintelligence,IBS Intelligence,"KoinWorks @koinworks , Prudential Indonesia @prudentialplc support the fight against #COVID19  https://ibsintelligence.com/ibs-journal/ibs-news/koinworks-prudential-indonesia-support-the-fight-against-covid-19/ … #Indonesia #Jakarta",['https://ibsintelligence.com/ibs-journal/ibs-news/koinworks-prudential-indonesia-support-the-fight-against-covid-19/'],0,0,"['#covid19', '#indonesia', '#jakarta']",2ef1e44a-0bfb-4a9d-9a3e-408d28cd0a2d
1353,1353,2020-04-22,raja190490,Lelakipujaanmu,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan hingga 18% p.a dan pinjaman tanpa agunan semua di 1 App. 
 Lihat Videonya
  https://youtu.be/D1N34eRVkqM  
 Download dan *dapatkan 350,000* KOIN dengan kode saya KN90805 atau klik  https://koinworks.onelink.me/LgVI/a1b107ac ","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/a1b107ac']",0,0,[],a03ee286-40ab-4f26-b5dd-39898a4e7212
1354,1354,2020-04-22,koinworks,KoinWorks,"Seberapa penting sih dana darurat itu saat adanya pandemi Covid-19 ini? Apa aja yang harus diperhatikan untuk dana darurat? Kamu sudah persiapkan dana darurat belum nih, sobat?

Share yuk di kolom komentar…  https://www.instagram.com/p/B_RWyJ6gkr3/?igshid=9u5w487pax1k …",['https://www.instagram.com/p/B_RWyJ6gkr3/?igshid=9u5w487pax1k'],0,0,[],b0384818-7b70-476a-9949-0d165a77e599
1355,1355,2020-04-22,koinworks,KoinWorks,"KoinWorks menghormati solidaritas sosial yang terjadi saat pandemi Covid-19 ini. Maka dari itu, MiKo juga mau mengajak kamu untuk ikutan juga menghormati solidaritas sosial.

Yuk, share gerakan ini ke temanmu agar…  https://www.instagram.com/p/B_RVs2dgWcx/?igshid=1w7m4fblub60u …",['https://www.instagram.com/p/B_RVs2dgWcx/?igshid=1w7m4fblub60u'],0,0,[],7427bf85-6a18-4f16-bb84-3c0e01a53b6d
1356,1356,2020-04-22,koinworks,KoinWorks,"KoinWorks menghormati solidaritas sosial yang terjadi saat pandemi Covid-19. Maka dari itu, KoinWorks juga mengajak sobat MiKo untuk ikut juga menghormati solidaritas sosial.

Yuk, share gerakan ini ke temanmu semua!  https://www.instagram.com/p/B_RQiIPA3Ub/?igshid=14awb9dnhhvv7 …",['https://www.instagram.com/p/B_RQiIPA3Ub/?igshid=14awb9dnhhvv7'],0,0,[],0880d9e8-d7c0-47ad-b451-3ee4d3eeb05c
1357,1357,2020-04-22,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],32a828e8-7131-4577-b77d-88b64dc7b181
1358,1358,2020-04-22,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],aebde85f-2851-4233-b224-43f33aa62523
1359,1359,2020-04-22,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],e864df78-3776-4a20-ad9b-bb27528b74b6
1360,1360,2020-04-21,masnicco,Mas Nicco,@koinworks,[],0,0,[],b064966e-9745-4074-a306-ce68af718345
1361,1361,2020-04-21,kabarsukadotcom,kabarsuka.com,"KoinWorks Berbuka Puasa Bersama Media: Jaga Hati, Jaga THR  http://kabarsuka.com/?p=1440&utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …",['http://kabarsuka.com/?p=1440&utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost'],0,0,[],7c00c71d-c950-43be-b76c-31a7ca845106
1362,1362,2020-04-21,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],cd3c63b9-1128-4ee3-992a-a5b1ff5cd85b
1363,1363,2020-04-21,mickhae54541181,Mickhael,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App.

*Lihat Videonya*

 https://youtu.be/1AHNVeiG4NE 

Download dan *dapatkan 350,000* KOIN dengan kode saya  84780 atau klik   

KoinWorks",['https://youtu.be/1AHNVeiG4NE'],0,0,[],b29072d4-d3bf-4918-a1e3-855fbd71276b
1364,1364,2020-04-21,mazready,Ridi hariyanto,"*Lihat Videonya* 
  https://youtu.be/D1N34eRVkqM  
 
 Download dan *dapatkan 350,000* KOIN dengan kode saya RD22576 atau klik  https://koinworks.onelink.me/LgVI/b58e4612 
KoinWorks *terdaftar dan diawasi oleh OJK*","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/b58e4612']",0,0,[],c781c641-adcd-41e8-8dc1-a9a1697092ed
1365,1365,2020-04-21,danur_doro,Ndorooo,"Download dan *dapatkan 350,000* KOIN dengan kode saya HR18813 atau klik  https://go.onelink.me/LgVI?pid=af_app_invites&af_referrer_customer_id=__eb62553a46e440018d690fb422d565fb&c=SuperApps&af_dp=koinworks%253A%252F%252Fsigninpersonal&referral_code=HR18813&af_referrer_uid=1587457902760-5400135771785340573&from=SuperApps&af_siteid=com.koinworks.app …
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://go.onelink.me/LgVI?pid=af_app_invites&af_referrer_customer_id=__eb62553a46e440018d690fb422d565fb&c=SuperApps&af_dp=koinworks%253A%252F%252Fsigninpersonal&referral_code=HR18813&af_referrer_uid=1587457902760-5400135771785340573&from=SuperApps&af_siteid=com.koinworks.app'],0,0,[],5c3fdf28-2322-4c30-a1d4-4fa2bf1a0e1c
1366,1366,2020-01-09,danielchayau,Author,Check out the Audio Book Elven Magic on Audible https://www.audible.com/pd/Elven-Magic-Book-1-2-3-and-4-Audiobook/B078WHKMN3?qid=1578536018&sr=1-1&pf_rd_p=e81b7c27-6880-467a-b5a7-13cef5d729fe&pf_rd_r=8HSZQ1NAT7REM0S4K01V&ref=a_search_c3_lProduct_1_1 …,['https://www.audible.com/pd/Elven-Magic-Book-1-2-3-and-4-Audiobook/B078WHKMN3?qid=1578536018&sr=1-1&pf_rd_p=e81b7c27-6880-467a-b5a7-13cef5d729fe&pf_rd_r=8HSZQ1NAT7REM0S4K01V&ref=a_search_c3_lProduct_1_1'],31,219,[],c65d40ba-ad54-4223-9531-4df50e5f3445
1367,1367,2020-04-21,danur_doro,Ndorooo,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. 
 
 *Lihat Videonya* 
  https://youtu.be/D1N34eRVkqM ",['https://youtu.be/D1N34eRVkqM'],0,0,[],d621dd59-0e5c-420a-9514-574807f17364
1368,1368,2020-04-21,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],b517fc9a-b6a7-473c-aa04-fcb46ccc1413
1369,1369,2020-04-21,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],f6e30fb2-8841-40f4-8574-642a77d75d08
1370,1370,2020-04-21,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],cb25f549-ecf0-4c7a-a32c-efe85a5989b0
1371,1371,2020-04-20,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],9caf0971-64b7-4ca6-baa7-92cbc63da92f
1372,1372,2020-04-20,thomasbcn,Thomasbcn,"As fundraising cools down, #fintech remains hot

Disclosed rounds from the 7days alone:
•Stripe $600m
•Robinhood $250m (?)
•Trade Republic $77m
•Taxfix $65m
•KoinWorks $20m
•Yapily $13M€
•Credit Kudos $6.25m
•Phos 1.3M€ 
•Polaroo 1M€",[],4,6,['#fintech'],dc2183cf-4ecc-45e6-858d-2ad1846f75c0
1373,1373,2020-04-20,kabarsukadotcom,kabarsuka.com,"KoinWorks Berbuka Puasa Bersama Media: Jaga Hati, Jaga THR  http://kabarsuka.com/?p=1440&utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …",['http://kabarsuka.com/?p=1440&utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost'],0,0,[],2b241aa1-81a4-4656-ada2-3aee96424c67
1374,1374,2020-04-20,dailysocial,DailySocial.id,[Weekly Updates] KoinWorks and Kargo Technologies Receive Funding; Sharia Feature from LinkAja; and More  https://dailysocial.id/post/weekly-updates-koinworks-kargo-technologies-funding-linkaja-sharia-and-more/ …,['https://dailysocial.id/post/weekly-updates-koinworks-kargo-technologies-funding-linkaja-sharia-and-more/'],0,0,[],b0461ef5-02c2-4a9a-8918-91bce3156f35
1375,1375,2020-04-20,koinworks,KoinWorks,"Hello! Sebelumnya boleh dibantu konfirmasikan dulu apakah Anda sudah ada pengajuan pinjaman di KoinWorks? Kalau iyaa, boleh yaa diinfokan dulu alamat email Anda ke DM kami 🙏",[],0,0,[],9c90daaf-f715-4c18-8bc1-6f0baf70fa41
1376,1376,2020-04-20,koinworks,KoinWorks,"Hai Iin! Maaf sekali yaa atas ketidaknyamanannya dan supaya bisa kami coba cek, yuk boleh diinfokan dulu alamat email Anda yang terdaftar di KoinWorks ke DM 🙏",[],0,0,[],f6f97daa-5d96-43d6-a7ed-fd4511b0015d
1377,1377,2020-04-20,koinworks,KoinWorks,"Sebenarnya diversifikasi portofolio itu penting atau nggak sih?
Nah, sebelum itu kamu harus tau dulu pengertian, keuntungan hingga cara diversifikasi di KoinWorks itu seperti apa.

Yuk, simak penjelasannya di atas…  https://www.instagram.com/p/B_MmScjgils/?igshid=152cnqfkj36sc …",['https://www.instagram.com/p/B_MmScjgils/?igshid=152cnqfkj36sc'],0,0,[],7ab10aa8-ce83-4fad-9f50-a8fdedcf8299
1378,1378,2020-04-20,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],14879630-85f7-455e-9ecc-6872eb86a00d
1379,1379,2020-04-20,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],4d4368f7-7a2b-4463-99e3-a31a4b6b594d
1380,1380,2020-04-20,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],f7757884-d586-486d-943a-2f7a74694240
1381,1381,2020-04-20,tesisjasa,Jasa TESIS,"5 Rahasia Sukses di Bidang Apapun, Lakukan Mulai Saat Ini Juga!
1Lakukan Evaluasi
#Evaluasi
2Jadikan Kebiasaan
#Kebiasaan
3Miliki Komitmen
#Komitmen
4Membuat Rencana Seperti yang Dilakukan Oleh Mereka yang Sukses
#Rencana
5Fokuslah Pada Proses
#Proses
Sumber: KoinWorks Blog.  pic.twitter.com/TOVWPV1b4d",[],0,0,"['#evaluasi', '#kebiasaan', '#komitmen', '#rencana', '#proses']",6b74660e-42f9-4807-847a-9eb259fb1bdc
1382,1382,2020-04-19,ireneisbaebae,💚❤REFERRAL HUNTER,Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 !! langsung klik :  https://koinworks.com/invite/a63694  ❤❤ #koinworks,['https://koinworks.com/invite/a63694'],0,0,['#koinworks'],fbfcd2c6-1b3b-4162-82f9-c93ef58d48af
1383,1383,2020-04-19,ireneisbaebae,💚❤REFERRAL HUNTER,P2P lending Kalian bisa dapat Rp.50.000 dengan memakai kode referral Koinworks ini :  a63694 ATAU langsung klik :  https://koinworks.com/invite/a63694  ❤❤,['https://koinworks.com/invite/a63694'],0,0,[],5d08c079-1d97-449c-9815-102bdd978bec
