index,date,username,name,tweet,urls,retweets_count,likes_count,hashtags,cleaned,flair_dataset,is_ref
0,2020-08-12,eventjakartacom,Event Jakarta,"KoinWorks x Investashe : I Am A Financially Independent Woman | Kamis, 13 Agustus 2020 | Via : Online (ZOOM) | 19.00 WIB – Selesai | Pendaftaran :  http://bit.ly/SHE83S  pic.twitter.com/qCBI37JTsK",['http://bit.ly/SHE83S'],0,0,[],x investashe i am a financially independent woman kamis agustus via online zoom wib - selesai pendaftaran bit ly she83s qcbi37jtsk,koinworks x investashe i am a financially independent woman kamis agustus via online zoom wib - selesai pendaftaran http bit ly she83s pic twitter com qcbi37jtsk,False
1,2020-08-07,lawancovid19_id,#AdaptasiKebiasaanBaru Lawan COVID-19,Follow sekarang! Dapatkan informasi terkini tentang COVID-19 di Indonesia. Bisa mengubungi tim Gugus Tugas Penanganan COVID-19 juga apabila kamu ingin berkonsultasi. Follow sekarang di:   https://twitter.com/lawancovid19_id  pic.twitter.com/naFWym8rB4,['https://twitter.com/lawancovid19_id'],11,571,[],follow dapatkan informasi terkini covid indonesia bisa mengubungi tim gugus tugas penanganan covid berkonsultasi follow lawancovid19 id nafwym8rb4,follow sekarang dapatkan informasi terkini tentang covid di indonesia bisa mengubungi tim gugus tugas penanganan covid juga apabila kamu ingin berkonsultasi follow sekarang di https twitter com lawancovid19 id pic twitter com nafwym8rb4,False
3,2020-08-12,mayasoekandar,Maya Soekandar,"Click to watch video
  https://youtu.be/D1N34eRVkqM  
 Download and *Use my code MS26024 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/97f1cf22 
KoinWorks is *registered and supervised by OJK* Indonesia Financial Service Authority","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/97f1cf22']",0,0,[],click to watch video be d1n34ervkqm and use my ms26024 to get koin or click onelink me lgvi 97f1cf22 is registered and supervised by ojk indonesia financial service authority,click to watch video https youtu be d1n34ervkqm download and use my code ms26024 to get koin or click https koinworks onelink me lgvi 97f1cf22 koinworks is registered and supervised by ojk indonesia financial service authority,False
6,2020-08-11,bayubask,Bayu Baskoro,@koinworks please check dm & response...thanks,[],0,0,[],please check dm response thanks,koinworks please check dm response thanks,False
7,2020-08-11,arumst,Arum,"Case itu terjadi thn lalu min, sblm pandemi. Awalnya saya mendanai krn tenor hny 3 bln. Ketika proses peminjaman dah jalan, cek di portfolio, kaget, tenor dah berubah jd 24 bln. Tanpa ada info dan opsi pembatalan. Resiko sepenuhnya ada di pendana.",[],0,0,[],case thn min sblm pandemi mendanai krn tenor hny bln proses peminjaman dah jalan cek portfolio kaget tenor dah berubah jd bln ada info opsi pembatalan resiko sepenuhnya ada pendana,case itu terjadi thn lalu min sblm pandemi awalnya saya mendanai krn tenor hny bln ketika proses peminjaman dah jalan cek di portfolio kaget tenor dah berubah jd bln tanpa ada info dan opsi pembatalan resiko sepenuhnya ada di pendana,False
10,2020-08-11,idntimes,IDN Times,"Mulai dari Bibit, Bareksa, Tanamduit, hingga KoinWorks, yuk, mulai investasi! #IDNTImesTech https://www.idntimes.com/tech/trend/izza-namira-1/daftar-aplikasi-investasi-terbaik-untuk-pemula?utm_source=twitter&utm_medium=auto&utm_campaign=auto …",['https://www.idntimes.com/tech/trend/izza-namira-1/daftar-aplikasi-investasi-terbaik-untuk-pemula?utm_source=twitter&utm_medium=auto&utm_campaign=auto'],0,1,['#idntimestech'],bibit bareksa tanamduit investasi idntimestech idntimes tech trend izza namira daftar aplikasi investasi terbaik pemula utm source utm medium auto utm campaign auto ...,mulai dari bibit bareksa tanamduit hingga koinworks yuk mulai investasi idntimestech https www idntimes com tech trend izza namira daftar aplikasi investasi terbaik untuk pemula utm source twitter utm medium auto utm campaign auto ...,False
12,2020-08-11,quratengil,Endah Uktolseja,Buat yang mau beli emas... Gue sih prefer KoinWorks ya kalo investasi sekarang ini.. Ga kebanyakan fitur jadi sejauh ini masih smooth  https://twitter.com/teknogav/status/1293002391768281089 …,['https://twitter.com/teknogav/status/1293002391768281089'],0,0,[],beli emas gue sih prefer ya kalo investasi ga kebanyakan fitur smooth teknogav status ...,buat yang mau beli emas gue sih prefer koinworks ya kalo investasi sekarang ini ga kebanyakan fitur jadi sejauh ini masih smooth https twitter com teknogav status ...,False
13,2020-08-11,eventjakartacom,Event Jakarta,"KoinWorks x Investashe : I Am A Financially Independent Woman | Kamis, 13 Agustus 2020 | Via : Online (ZOOM) | 19.00 WIB – Selesai | Pendaftaran :  http://bit.ly/SHE83S  pic.twitter.com/2OgT5WL7sf",['http://bit.ly/SHE83S'],0,1,[],x investashe i am a financially independent woman kamis agustus via online zoom wib - selesai pendaftaran bit ly she83s 2ogt5wl7sf,koinworks x investashe i am a financially independent woman kamis agustus via online zoom wib - selesai pendaftaran http bit ly she83s pic twitter com 2ogt5wl7sf,False
18,2020-08-10,andifa,AndiFa,"ada yang DM gitu juga tapi ya udah, udah tanem investasi yang ga harus kembali secepatnya. Giving them benefit of doubt...",[],0,0,[],ada dm gitu ya udah udah tanem investasi ga secepatnya giving them benefit of doubt,ada yang dm gitu juga tapi ya udah udah tanem investasi yang ga harus kembali secepatnya giving them benefit of doubt,False
20,2020-08-10,arumst,Arum,"Pengalaman pribadi sbg pendana dr sejak 2016. 
Ga pengen nerusin.
Gegara ada case peminjam ngubah tenor, dan ga ada notif dari koinworks. Ya udah, ga ada opsi lain, selain duit nyangkut  smp 24bln dg segala resiko. 
Dr 3bln, tiba2 brubah 24bln! 😖😭",[],0,0,[],pengalaman pribadi sbg pendana dr ga pengen nerusin gegara ada case peminjam ngubah tenor ga ada notif ya udah ga ada opsi duit nyangkut smp 24bln dg resiko dr 3bln tiba2 brubah 24bln,pengalaman pribadi sbg pendana dr sejak ga pengen nerusin gegara ada case peminjam ngubah tenor dan ga ada notif dari koinworks ya udah ga ada opsi lain selain duit nyangkut smp 24bln dg segala resiko dr 3bln tiba2 brubah 24bln,False
21,2020-08-10,wawanrescue,Wawan Slamet Riyadi JZ13YJD,"*Lihat Videonya* 
  https://youtu.be/D1N34eRVkqM  
 Download dan *dapatkan 350,000* KOIN dengan kode saya WD06618 atau klik  https://koinworks.onelink.me/LgVI/87291a50 
KoinWorks *terdaftar dan diawasi oleh OJK*","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/87291a50']",0,0,[],lihat videonya be d1n34ervkqm dapatkan koin kode wd06618 klik onelink me lgvi 87291a50 terdaftar diawasi ojk,lihat videonya https youtu be d1n34ervkqm download dan dapatkan koin dengan kode saya wd06618 atau klik https koinworks onelink me lgvi 87291a50 koinworks terdaftar dan diawasi oleh ojk,False
22,2020-08-06,gofoodindonesia,GoFood Indonesia,"SEMPAT KAGET DENGAN BERITA IBU SISCA GANTUNG PANCI? MENGEJUTKAN BUKAN?

Simak videonya sampai habis, ada yang mau ibu Sisca sampaikan buat GoFoodies semuanya 🥰

BAGAIMANA GOFOODIES, MERIAH BUKAN? tut tuturut turut turuturut tururut turuturut tururututut~ #Foodiskon pic.twitter.com/34f0eolEm2",[],5152,13186,['#foodiskon'],kaget berita sisca gantung panci mengejutkan simak videonya habis ada sisca gofoodies gofoodies meriah tut tuturut turuturut tururut turuturut tururututut foodiskon 34f0eolem2,sempat kaget dengan berita ibu sisca gantung panci mengejutkan bukan simak videonya sampai habis ada yang mau ibu sisca sampaikan buat gofoodies semuanya bagaimana gofoodies meriah bukan tut tuturut turut turuturut tururut turuturut tururututut foodiskon pic twitter com 34f0eolem2,False
25,2020-08-10,andifa,AndiFa,Mencoba untuk eksplorasi @koinworks. Karena sudah dalam lisensi dan pengawasan OJK (saya cek ke OJK). Masih ga paham how do they control the fund/loans kalau ada NPL misal. But im willing to put lil bit of fund there,[],0,0,[],mencoba eksplorasi sudah lisensi pengawasan ojk cek ojk ga paham how do they control the fund loans ada npl but im willing to put lil bit of fund there,mencoba untuk eksplorasi koinworks karena sudah dalam lisensi dan pengawasan ojk saya cek ke ojk masih ga paham how do they control the fund loans kalau ada npl misal but im willing to put lil bit of fund there,False
26,2020-08-10,beribowo,heh!!,"click  https://koinworks.onelink.me/LgVI/7dc79019 
KoinWorks is *registered and supervised by OJK* Indonesia Financial Service Authority",['https://koinworks.onelink.me/LgVI/7dc79019'],0,0,[],click onelink me lgvi 7dc79019 is registered and supervised by ojk indonesia financial service authority,click https koinworks onelink me lgvi 7dc79019 koinworks is registered and supervised by ojk indonesia financial service authority,False
27,2020-08-10,beribowo,heh!!,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code RW94596 to get 350,000* KOIN or",['https://youtu.be/D1N34eRVkqM'],0,0,[],let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be d1n34ervkqm and use my rw94596 to get koin or,hi let me introduce you to koinworks indonesia first super financial app get return up to p a and non collateralized loan in one single app click to watch video https youtu be d1n34ervkqm download and use my code rw94596 to get koin or,False
28,2020-08-10,fernandagunsan,Fernanda Gunsan,mau tau dong pengalaman kalian kalo ada yang udah pernah pakai koinworks.. Terima kasih...,[],0,0,[],tau pengalaman kalo ada udah pakai terima kasih,mau tau dong pengalaman kalian kalo ada yang udah pernah pakai koinworks terima kasih,False
32,2020-08-09,dedisuparman87,Dedi Suparman,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. Download dan *dapatkan 350,000* KOIN dengan kode saya 04858 atau klik  https://koinworks.onelink.me/LgVI/1388c4f8 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/1388c4f8'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode klik onelink me lgvi 1388c4f8 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya atau klik https koinworks onelink me lgvi 1388c4f8 koinworks terdaftar dan diawasi oleh ojk,False
34,2020-08-09,eleazhar_p,EP,"Realita ""berinvestasi"" di P2P lending memang pahit, terutama sbg lender. Easy way to make money buat kalian kan ya, @koinworks ? Duit lender yg nyangkut, malah ga jelas apa kalian tagih atau nggak ke non-performing borrower.  https://twitter.com/laywookcom/status/1289885003065593856 …",['https://twitter.com/laywookcom/status/1289885003065593856'],0,1,[],realita berinvestasi p2p lending pahit sbg lender easy way to make money ya duit lender nyangkut ga tagih nggak non performing borrower laywookcom status ...,realita berinvestasi di p2p lending memang pahit terutama sbg lender easy way to make money buat kalian kan ya koinworks duit lender yg nyangkut malah ga jelas apa kalian tagih atau nggak ke non performing borrower https twitter com laywookcom status ...,False
35,2020-08-09,subhi_darajat,subhi darajat,"I've been trying KoinWorks for many years, and it is excellent for investing, because we get more significant profits from the bank, but not choke borrowers...

Get Special Bonus Join 350K for your first investment...
 https://subhidarajat.desainpedia.com/recommendations/fintech/koinworks …
#baliinvestment #indonesiainvestment",['https://subhidarajat.desainpedia.com/recommendations/fintech/koinworks'],0,0,"['#baliinvestment', '#indonesiainvestment']",i ve been trying for many years and it is excellent for investing because we get more significant profits from the bank but not choke borrowers get special bonus join 350k for your first investment subhidarajat desainpedia recommendations fintech ... baliinvestment indonesiainvestment,i ve been trying koinworks for many years and it is excellent for investing because we get more significant profits from the bank but not choke borrowers get special bonus join 350k for your first investment https subhidarajat desainpedia com recommendations fintech koinworks ... baliinvestment indonesiainvestment,False
39,2020-08-08,thedyluna,loons,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* + *non-collateralized loan* in one single app. *Click to watch video*  https://youtu.be/D1N34eRVkqM  Download or click  https://koinworks.onelink.me/LgVI/943b3b65 ","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/943b3b65']",0,0,[],let me introduce you to indonesia first super financial get return up to p a non collateralized loan in one single click to watch video be d1n34ervkqm or click onelink me lgvi 943b3b65,hi let me introduce you to koinworks indonesia first super financial app get return up to p a non collateralized loan in one single app click to watch video https youtu be d1n34ervkqm download or click https koinworks onelink me lgvi 943b3b65,False
40,2020-08-08,thedyluna,loons,"Hi, go check out KoinGold powered by KoinWorks, Super Financial App! You can find a complete solution in buy and sell digital gold, with minimum price Rp1000, no transaction fee*. It seems great, right?
Download now and get all the benefits:  https://koinworks.onelink.me/LgVI/koingold ",['https://koinworks.onelink.me/LgVI/koingold'],0,0,[],go check out koingold powered by super financial you can find a complete solution in buy and sell digital gold with minimum price rp1000 no transaction fee it seems great right now and get all the benefits onelink me lgvi koingold,hi go check out koingold powered by koinworks super financial app you can find a complete solution in buy and sell digital gold with minimum price rp1000 no transaction fee it seems great right download now and get all the benefits https koinworks onelink me lgvi koingold,False
41,2020-08-08,bobbyzz33,booby x,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code SN44812 to get",['https://youtu.be/D1N34eRVkqM'],0,0,[],let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be d1n34ervkqm and use my sn44812 to get,hi let me introduce you to koinworks indonesia first super financial app get return up to p a and non collateralized loan in one single app click to watch video https youtu be d1n34ervkqm download and use my code sn44812 to get,False
44,2020-08-08,ism4ilsiregar,ismail siregar,"Rekomendasi Buku Wajib Untuk Investor Pemula, Yuk Baca Selamra Karantina  https://koinworks.com/blog/buku-investasi-terbaik-untuk-investor-pemula/ … lewat @koinworks",['https://koinworks.com/blog/buku-investasi-terbaik-untuk-investor-pemula/'],0,0,[],rekomendasi buku wajib investor pemula baca selamra karantina blog buku investasi terbaik investor pemula ...,rekomendasi buku wajib untuk investor pemula yuk baca selamra karantina https koinworks com blog buku investasi terbaik untuk investor pemula ... lewat koinworks,False
47,2020-08-08,breyopo,Name Can't be Blank,Sudah saya DM ya silakan dicek.,[],0,0,[],sudah dm ya silakan dicek,sudah saya dm ya silakan dicek,False
52,2020-08-07,bangbingbung,Bambang Adhi,"@koinworks min saya mau withdrawal tapi salah masukin norek, nah caranya ganti noreknya gimana ya",[],0,0,[],min withdrawal salah masukin norek ganti noreknya gimana ya,koinworks min saya mau withdrawal tapi salah masukin norek nah caranya ganti noreknya gimana ya,False
53,2020-08-07,wuryani37136951,Wuryani,"Download and *Use my code WY03421 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/56e15caf 
KoinWorks is *registered and supervised by OJK* Indonesia Financial Service Authority",['https://koinworks.onelink.me/LgVI/56e15caf'],0,0,[],and use my wy03421 to get koin or click onelink me lgvi 56e15caf is registered and supervised by ojk indonesia financial service authority,download and use my code wy03421 to get koin or click https koinworks onelink me lgvi 56e15caf koinworks is registered and supervised by ojk indonesia financial service authority,False
54,2020-08-07,wuryani37136951,Wuryani,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/D1N34eRVkqM ",['https://youtu.be/D1N34eRVkqM'],0,0,[],let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be d1n34ervkqm,hi let me introduce you to koinworks indonesia first super financial app get return up to p a and non collateralized loan in one single app click to watch video https youtu be d1n34ervkqm,False
57,2020-08-07,breyopo,Name Can't be Blank,Karena saya tertarik utk mulai invest di KoinWorks. Tks sblmnya.,[],0,0,[],tertarik utk invest tks sblmnya,karena saya tertarik utk mulai invest di koinworks tks sblmnya,False
58,2020-08-07,breyopo,Name Can't be Blank,"@koinworks Halo, KoinWorks! Saya dapat free koin 350.000 dr Grab. 
Yg jadi pertanyaan saya, utk apa saja koin tsb dpt digunakan?  pic.twitter.com/SIPNPN6yQ4",[],0,0,[],halo free koin dr grab utk koin tsb dpt sipnpn6yq4,koinworks halo koinworks saya dapat free koin dr grab yg jadi pertanyaan saya utk apa saja koin tsb dpt digunakan pic twitter com sipnpn6yq4,False
63,2020-08-06,oline_bmi,Caroline Adenan,"Mau coba invest di Investree, Koinworks and Pluang deh. Ntar kalau udah coba invest pengen nulis pengalamannya gimana.",[],0,0,[],coba invest investree and pluang deh ntar udah coba invest pengen nulis pengalamannya gimana,mau coba invest di investree koinworks and pluang deh ntar kalau udah coba invest pengen nulis pengalamannya gimana,False
68,2020-08-06,pacmannai,Follow us on instagram: @pacmannai,bisa dicicil kok mas di Koinworks,[],0,0,[],bisa dicicil mas,bisa dicicil kok mas di koinworks,False
69,2020-08-06,cepatlulusid,Cepat Lulus ID,"Share ke teman-teman kalian yang sedang membutuhkan info ini supaya kita bisa #CerdasBersama #CepatLulusID

Source: Koinworks
#investasi #covid19 #investasisaatpandemi #strategiinvestasi pic.twitter.com/oVhI21zQJU",[],0,0,"['#cerdasbersama', '#cepatlulusid', '#investasi', '#covid19', '#investasisaatpandemi', '#strategiinvestasi']",share teman teman membutuhkan info bisa cerdasbersama cepatlulusid source investasi covid19 investasisaatpandemi strategiinvestasi ovhi21zqju,share ke teman teman kalian yang sedang membutuhkan info ini supaya kita bisa cerdasbersama cepatlulusid source koinworks investasi covid19 investasisaatpandemi strategiinvestasi pic twitter com ovhi21zqju,False
73,2020-08-05,chinmaykothekar,Chinmay Kothekar,Awesome stuff @adityachintawar !,[],0,3,[],awesome stuff adityachintawar,awesome stuff adityachintawar,False
74,2020-08-05,mickhae54541181,Mickhael,KoinWorks Super Finansial App adalah partner paling super yang pernah aku punya. Di sini semuanya super mudah dan menguntungkan. Klik link ini untuk dapatin 350rb KOIN atau bunga pinjaman yang rendah  https://koinworks.onelink.me/LgVI/5a40fd03 ,['https://koinworks.onelink.me/LgVI/5a40fd03'],0,0,[],super finansial partner super super mudah menguntungkan klik link dapatin 350rb koin bunga pinjaman rendah onelink me lgvi 5a40fd03,koinworks super finansial app adalah partner paling super yang pernah aku punya di sini semuanya super mudah dan menguntungkan klik link ini untuk dapatin 350rb koin atau bunga pinjaman yang rendah https koinworks onelink me lgvi 5a40fd03,False
75,2020-08-05,glasgowsoul,Pep,"Emas. Bagus kok yg di pegadaian. Skrg byk juga yg ky gt, beli emas digital, ada di Toped ato app Pegadaian lgsg, Koinworks, Dana. Nanti kalo udah nyampe brp gram bisa dicetak.",[],0,1,[],emas bagus pegadaian skrg byk ky gt beli emas digital ada toped ato pegadaian lgsg dana kalo udah nyampe brp gram bisa dicetak,emas bagus kok yg di pegadaian skrg byk juga yg ky gt beli emas digital ada di toped ato app pegadaian lgsg koinworks dana nanti kalo udah nyampe brp gram bisa dicetak,False
77,2020-08-05,tanayas11,Tanaya,"Insightful panel discussion today @sc0ttpugh. Great to hear perspectives of Product, Growth and Digital leaders from @Zilingo @ONEChampionship @koinworks 🙌 #mixpanel https://twitter.com/moengage/status/1290908997281656839 …",['https://twitter.com/moengage/status/1290908997281656839'],0,5,['#mixpanel'],insightful panel discussion today sc0ttpugh great to hear perspectives of product growth and digital leaders from zilingo onechampionship mixpanel moengage status ...,insightful panel discussion today sc0ttpugh great to hear perspectives of product growth and digital leaders from zilingo onechampionship koinworks mixpanel https twitter com moengage status ...,False
79,2020-08-05,ameya7s,Ameya Sawant,"✅ Be on a panel

Yours truly and
@sc0ttpugh from @mixpanel
@adityachintawar from @koinworks
Kushal Manupati from @Zilingo
on GrowthAsia2020 https://twitter.com/moengage/status/1290915585501491200 …",['https://twitter.com/moengage/status/1290915585501491200'],1,12,[],be on a panel yours truly and sc0ttpugh from mixpanel adityachintawar from kushal manupati from zilingo on growthasia2020 moengage status ...,be on a panel yours truly and sc0ttpugh from mixpanel adityachintawar from koinworks kushal manupati from zilingo on growthasia2020 https twitter com moengage status ...,False
80,2020-08-05,jigar_jadav12,Jigar Jadav,"#GROWTHAsia2020 summit. 
“Aligning Product and Marketing for Better CX” featuring 
Ameya Sawant (@ONEChampionship), Aditya Chintawa (@koinworks), & Kushal Manupati (@Zilingo)
Moderated by Scott Pugh from @mixpanel.

Join live  https://bit.ly/3hH0dUZ   pic.twitter.com/E0dYLzmx66 pic.twitter.com/fD8Nh9Xa2B",['https://bit.ly/3hH0dUZ'],0,2,['#growthasia2020'],"growthasia2020 summit ""aligning product and marketing for better cx"" featuring ameya sawant onechampionship aditya chintawa kushal manupati zilingo moderated by scott pugh from mixpanel join live bit ly 3hh0duz e0dylzmx66 fd8nh9xa2b","growthasia2020 summit ""aligning product and marketing for better cx"" featuring ameya sawant onechampionship aditya chintawa koinworks kushal manupati zilingo moderated by scott pugh from mixpanel join live https bit ly 3hh0duz pic twitter com e0dylzmx66 pic twitter com fd8nh9xa2b",False
81,2020-08-05,letitbee1104,🐝,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
Download and *Use my code NM82676 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/28774c9c ",['https://koinworks.onelink.me/LgVI/28774c9c'],0,0,[],let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single and use my nm82676 to get koin or click onelink me lgvi 28774c9c,hi let me introduce you to koinworks indonesia first super financial app get return up to p a and non collateralized loan in one single app download and use my code nm82676 to get koin or click https koinworks onelink me lgvi 28774c9c,False
82,2020-08-05,moengage,MoEngage,"Next up at #GROWTHAsia2020 is a panel discussion on “Aligning Product and Marketing for Better CX” featuring 

Ameya Sawant (@ONEChampionship), Aditya Chintawa (@koinworks), & Kushal Manupati (@Zilingo)

Moderated by Scott Pugh from @mixpanel.

Join live  https://bit.ly/3hH0dUZ   pic.twitter.com/kmOQIVXVEt",['https://bit.ly/3hH0dUZ'],2,6,['#growthasia2020'],"next up at growthasia2020 is a panel discussion on ""aligning product and marketing for better cx"" featuring ameya sawant onechampionship aditya chintawa kushal manupati zilingo moderated by scott pugh from mixpanel join live bit ly 3hh0duz kmoqivxvet","next up at growthasia2020 is a panel discussion on ""aligning product and marketing for better cx"" featuring ameya sawant onechampionship aditya chintawa koinworks kushal manupati zilingo moderated by scott pugh from mixpanel join live https bit ly 3hh0duz pic twitter com kmoqivxvet",False
83,2020-08-05,eileneaevelyn,єιℓєηє •°,"Rekomendasi situs terpercaya penyedia platform peer to peer lending

- KoinWorks. 
- Amartha.
- Investree.
- Modalku. 
- Danamas.
- Uang Teman.
- DanaKita.
- Akseleran.",[],1,0,[],rekomendasi situs terpercaya penyedia platform peer to peer lending amartha investree modalku danamas uang teman danakita akseleran,rekomendasi situs terpercaya penyedia platform peer to peer lending koinworks amartha investree modalku danamas uang teman danakita akseleran,False
85,2020-08-06,gofoodindonesia,GoFood Indonesia,"SEMPAT KAGET DENGAN BERITA IBU SISCA GANTUNG PANCI? MENGEJUTKAN BUKAN?

Simak videonya sampai habis, ada yang mau ibu Sisca sampaikan buat GoFoodies semuanya 🥰

BAGAIMANA GOFOODIES, MERIAH BUKAN? tut tuturut turut turuturut tururut turuturut tururututut~ #Foodiskon pic.twitter.com/34f0eolEm2",[],5152,13187,['#foodiskon'],kaget berita sisca gantung panci mengejutkan simak videonya habis ada sisca gofoodies gofoodies meriah tut tuturut turuturut tururut turuturut tururututut foodiskon 34f0eolem2,sempat kaget dengan berita ibu sisca gantung panci mengejutkan bukan simak videonya sampai habis ada yang mau ibu sisca sampaikan buat gofoodies semuanya bagaimana gofoodies meriah bukan tut tuturut turut turuturut tururut turuturut tururututut foodiskon pic twitter com 34f0eolem2,False
88,2020-08-05,bangbingbung,Bambang Adhi,@koinworks cek dm ya min,[],0,0,[],cek dm ya min,koinworks cek dm ya min,False
93,2020-08-04,dracolynx_,✨🐈🍑✨,"koinworks atau akseleran kl aq mah, biar nambah trz.

kl males buka jenius tabung di maxi savenya.",[],0,0,[],akseleran kl aq mah biar nambah trz kl males buka jenius tabung maxi savenya,koinworks atau akseleran kl aq mah biar nambah trz kl males buka jenius tabung di maxi savenya,False
94,2020-08-04,rolandsilow,𝕽𝖔𝖑𝖆𝖓𝖉 𝕾𝖎𝖑𝖔𝖜,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 

 Download and *Use my code RL43300 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/694b179 ",['https://koinworks.onelink.me/LgVI/694b179'],0,0,[],let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single and use my rl43300 to get koin or click onelink me lgvi 694b179,hi let me introduce you to koinworks indonesia first super financial app get return up to p a and non collateralized loan in one single app download and use my code rl43300 to get koin or click https koinworks onelink me lgvi 694b179,False
96,2020-08-04,rintaniamr,Rintania Moudyna,Investasi mending di asetku atau koinworks deh return nya menggiurkan tp kalau ada yg gagal bayar wasalam sih,[],0,0,[],investasi mending asetku deh return nya menggiurkan tp ada gagal bayar wasalam sih,investasi mending di asetku atau koinworks deh return nya menggiurkan tp kalau ada yg gagal bayar wasalam sih,False
100,2020-08-03,ryannnriyadiii,Ryan Riyadi and 950 others,"Transaction Closed in my first year at Koinworks : usd 25mn and counting .... Memutuskan untuk pindah ke FOOM adalah keputusan berat, bahkan sblm ttd OL gw ngelakuin market size, sama comps, and realized segede itu market tembakau di Indo...",[],0,0,[],transaction closed in my first year at usd 25mn and counting memutuskan pindah foom keputusan berat sblm ttd ol gw ngelakuin market size comps and realized segede market tembakau indo,transaction closed in my first year at koinworks usd 25mn and counting memutuskan untuk pindah ke foom adalah keputusan berat bahkan sblm ttd ol gw ngelakuin market size sama comps and realized segede itu market tembakau di indo,False
103,2020-08-03,ignatiuseddym,Ignatius Eddy Mulyono,"Hi, go check out KoinGold powered by KoinWorks, Super Financial App! You can find a complete solution in buy and sell digital gold, with minimum price Rp1000, no transaction fee*. It seems great, right?
Download now and get all the benefits:  https://koinworks.onelink.me/LgVI/koingold ",['https://koinworks.onelink.me/LgVI/koingold'],0,0,[],go check out koingold powered by super financial you can find a complete solution in buy and sell digital gold with minimum price rp1000 no transaction fee it seems great right now and get all the benefits onelink me lgvi koingold,hi go check out koingold powered by koinworks super financial app you can find a complete solution in buy and sell digital gold with minimum price rp1000 no transaction fee it seems great right download now and get all the benefits https koinworks onelink me lgvi koingold,False
109,2020-08-02,ramamyid,Rama,"Kalau koinworks, mereka punya semacam reserve fund buat ngecover loan yg gagal bayar, itupun yg discover maksimal 80%, tergantung grade loannya. Akseleran pun kalau ga salah sama, maksimal 80% yg dicover kalau loan gagal bayar",[],1,0,[],reserve fund ngecover loan gagal bayar itupun discover maksimal tergantung grade loannya akseleran ga salah maksimal dicover loan gagal bayar,kalau koinworks mereka punya semacam reserve fund buat ngecover loan yg gagal bayar itupun yg discover maksimal tergantung grade loannya akseleran pun kalau ga salah sama maksimal yg dicover kalau loan gagal bayar,False
111,2020-08-02,laywookcom,Laywook || FREE CONSULT VIA DM,"Kalo platform P2P lain yg menurut gw udah gede, misalnya investree, koinworks, modalku, dll. Itu mereka fokus ke pinjaman produktif

Tentu dengan bunga yg lebih rendah, antara 10-16%/tahun",[],0,6,[],kalo platform p2p gw udah gede investree modalku dll fokus pinjaman produktif bunga rendah,kalo platform p2p lain yg menurut gw udah gede misalnya investree koinworks modalku dll itu mereka fokus ke pinjaman produktif tentu dengan bunga yg lebih rendah antara tahun,False
