,text,id,score,topic_id,label
31,min dm tolong baca ya,354,0.4144398146450356,12,2
32,tolong cek dm akun makasih,896,0.4142724334199517,12,2
33,mantab nih bunga pertahun gede deposito senangnya,1288,0.4142560718339196,12,2
34,halo min cek dm ya,1637,0.41422324950446143,12,2
35,memperkenalkan layanan koinp2p miliknya siar jakarta - platform one stop financial solution memperkenalkan lifestyle fintech startup peertopeer go to link siar memperkenalkan layanan koinp2p miliknya ... vssnlg65rz,1033,0.4065466971251611,12,2
36,memiliki bunga pertahun gede deposito bahagia banget yaaa,1308,0.39558615897315935,12,2
37,dm dm dm,947,0.3928551793983354,12,2
38,tolong cek dm,904,0.3928405151814444,12,2
39,tolong cek dm,1595,0.3928405151814444,12,2
40,cek dm min,976,0.3928364299820106,12,2
41,cek dm min,1569,0.3928364299820106,12,2
42,cek dm min,1646,0.3928364299820106,12,2
43,cek dm min,1893,0.3928364299820106,12,2
44,min cek dm,1934,0.3928364299820106,12,2
45,sudah cek dm,1531,0.39282107686150797,12,2
46,sudah dm min,334,0.3928051717283623,12,2
47,noted min sudah dm,1427,0.3928051717283623,12,2
48,sudah dm min,1731,0.3928051717283623,12,2
49,cek dm ya,1568,0.3928016826948705,12,2
50,sudah dm ya,1901,0.3927802813246655,12,2
51,singkatnya dicover modalnya ya bunga didapatkan diganti ya,1864,0.39275568945001177,12,2
52,oh ya udah kenal kenalan yukkk one stop financial solution platform memiliki izin diawasi langsung ojk menghadirkan beragam kebutuhan finansial,1376,0.3886786818838584,12,2
53,hola sobatpaper penasaran paper finance solution modalkuid investree id bunga kompetitif transparan aman partner sudah memiliki izin ojk flndtznh5r,1034,0.3831040999564649,12,2
54,tolong cek dm ya terima kasih,1525,0.3765903457013987,12,2
55,min cek dm ya terima kasih,1662,0.3765808471523936,12,2
56,sudah bls dm nya semoga cepat tanggapi thanks,1739,0.3765805934625806,12,2
57,hadir online menyajikan layanan keuangan koinp2p koinrobo koinbisnis berupaya menghadirkan produk teknologi dikembangkan,1239,0.35727279261123024,12,2
58,tolong cek dm koinrobo terlambat pencairannya pdhl koinrobo disamakan deposito cairnya pas tanggal jatuh tempo,1429,0.3550306972242059,12,2
59,halo kaa harap cek dm ya thankss,1112,0.3491502302246478,12,2
60,pilih karna enak aplikasinya bingung makek aplikasinya,1628,0.34913531923149377,12,2
61,layanan one stop financial solutions dihadirkan berharap kebutuhan masyarakat indonesia,1345,0.34626271972379585,12,2
62,min cek dm bantu ya terima kasih,344,0.3452000148260784,12,2
63,terjawab sudah penasaranku bunga pertahun gede deposito kusegera berinvestasi menabung ada keraguan lagiiiihhhh,1201,0.3294117633678324,12,2
64,halo min bantu cek dm ya thankyou,1859,0.32901354770560315,12,2
65,ada baru2 meluncurkan keempat layanan terbaru ada aplikasinya koinp2p koinrobo koinbisnis salah satunya,1373,0.32465579474477113,12,2
66,masyarakat sudah go digital akses layanan keuangan layak layanan one stop financial solutions dihadirkan berharap kebutuhan masyarakat indonesia,1280,0.32087179342547145,12,2
67,reply dm,944,0.30611930000412696,12,2
68,cek dm,986,0.3061023584706923,12,2
69,cek dm,1118,0.3061023584706923,12,2
70,miin cek dm,1120,0.3061023584706923,12,2
71,cek dm,1432,0.3061023584706923,12,2
72,dm cek,1516,0.3061023584706923,12,2
73,cek dm,1521,0.3061023584706923,12,2
74,cek dm,1555,0.3061023584706923,12,2
75,cek dm,1933,0.3061023584706923,12,2
76,dm min,961,0.3061007846146108,12,2
77,sudah dm,1625,0.3060716324066776,12,2
78,sudah dm,1660,0.3060716324066776,12,2
79,sudah dm,1687,0.3060716324066776,12,2
80,renovasi rumah min,898,0.3060587875591107,12,2
81,dm ya,1975,0.3059874029662197,12,2
82,sudah done thanks,488,0.3059767219574496,12,2
83,terpenting one stop financial solution platform berizin diawasi ojk menghadirkan beragam kebutuhan finansial,1347,0.2995014899496477,12,2
84,halo min tny koin penfaftar br kosong ya mohon cek dm ya,1855,0.29589270873567225,12,1
85,fyi one stop financial solution platform berizin diawasi ojk menghadirkan beragam kebutuhan finansial,1264,0.2943762497104947,12,2
86,tolong respon dm sudah infonya,1128,0.29007876528857274,12,2
87,beli rumah mobil ya pertimbangannya blog beli rumah mobil ... via,846,0.2880507578236055,12,2
88,kabar suami nih biar istri sayang bunga gede deposito yxfntwzbtq,1321,0.2856903248084452,12,2
89,platform one stop financial solutions indonesia besutan via laptophia laptophia platform one stop financial solutions html ...,1514,0.2779379559874192,12,2
90,udah dm ya min,1661,0.2699641031594669,12,2
91,to tolong dm masak an gak direspon skali ylki id ojkindonesia,1160,0.2695887855598613,12,1
92,investasi bs pendana bunga gede deposito uang dianggurin,1335,0.2689127736288576,12,2
93,ojkindonesia selamat malam kak bantuan aplikasi terdaftar ojk,566,0.26837928442534986,12,2
94,baca dm min,656,0.2679545333552141,12,2
95,hai min akun instagramnya b0o5vdj0bg,668,0.2678388516821173,12,2
96,min check your dm,861,0.26783801289262144,12,2
97,tolong keluhan dm dibaca ditanggapi udah berjamur dianggurin 10hari,667,0.26783690844790525,12,1
98,okeesip makasih infonya min,1967,0.2678297307545669,12,2
99,sudah dm senin pls check,1557,0.26781250457832384,12,2
100,please check dm response thanks,3,0.2677909379689373,12,2
101,min suka crash ya,1752,0.2677558605621469,12,2
102,release aplikasi benernya ya bos iya kejadian,1082,0.2677044510709631,12,2
103,works thanks ya,1707,0.26770366084851377,12,2
104,podo zah rak kuat nek kon ndekem neng omah ya allah cepat jalan,752,0.2676962196328546,12,2
105,karna persen bunga bunga tahunan cuman sekian persen pengen cepat kaya doank pelajari,838,0.2618917164930104,12,2
106,ngga informasi aplikasi ga transparan ga ada info calon peminjamnya ga ada info tanggal pinjaman ga ada info pembayaran peminjam telat suku bunga bisa berubah tiba2 potongan komisi ga konsisten dll,427,0.7851549679636526,11,2
107,ada nih bisa akses via website aplikasi aplikasi ios error coba login ga bisa2 aplikasi android bisa tiba2 hang tolong diperbaiki benar2 ga nyaman,1809,0.7557816590712401,11,2
108,tlg dibantu uang blm masuk account cash kronologi sbb feb top up account cash feb email support krn ga reflect account feb dijwb support sudah cek rekening berkala feb sampe skrg tdk ada masuk,1013,0.7460933701707749,11,1
109,gimana gaes npl refinancing nih pinjeman hendri khaetami si orang bogor dibayar doang kabur gue udh pasrah nunggu duitnya lumayan bisa gue puterin hiks d3qoayzee7,229,0.7440905410304482,11,1
110,pengalaman pribadi sbg pendana dr ga pengen nerusin gegara ada case peminjam ngubah tenor ga ada notif ya udah ga ada opsi duit nyangkut smp 24bln dg resiko dr 3bln tiba2 brubah 24bln,9,0.7278881602962057,11,1
111,aplikasi playstore semoga diperbaiki serius aplikasinya biar ga ada bug jengah bet pinjaman udah jatuh tempo dikembalikan ada kejelasan ebyerdghyv,420,0.7132727140242627,11,2
112,portfolio gw berkurang signifikan tiba2 kayaknya ada aneh i sent e mail to costumer center tolong balas jg diperbaiki kejelasan ngecek,1145,0.7072431307304573,11,1
113,woooi duit dikemanain investasi koinrobo sudah diterima aktivitas tercatat portfolio sudah hilang dashboard ngga ada penambahan dana lapor via email telepon ga ada memuaskan balikin duit investor,1465,0.7062106596283452,11,1
114,halo min ga nemuin aplikasinya playstore ya ada ya min install ulang ja6aqexzx2,423,0.6961700897552591,11,2
115,mohon info dana jadwal pembayaran maret ada saldo ya telat bayar ya,654,0.6961304870206252,11,1
116,portofolio bisa berkurang tiba2 kemarin sy buka normal tp koq berkurang duitnya hilang kemana,1164,0.6901022631855903,11,1
117,mohon bantuannya coba email ada balasan tanggal maret pendanaan tiba2 pendanaan berubah mohon bantuannya exshiufitk,442,0.689338886616216,11,1
118,ada respon bisa memasukkan kode voucher layar blank dashboard bug nih aplikasinya coba simulasi kalo via web ditunggu respon,1054,0.6891705636761739,11,2
119,ada statusnya dibayar april mei ada pembayaran bisa dibantu ya,484,0.6760992034935893,11,1
120,dear ngasi tau kalo tampilan enak diliat ribet gak bisa liat arus kas masuk dgn nyaman,902,0.6760091005986505,11,2
121,bacot lu gede ane kasih pinjaman loan grade a3 jatuh tempo oct sampe gak boro2 untung modal ane ilang,715,0.6756354392322551,11,1
122,halo min nanya koin p2p cair td pagi masuk available cash profitnya ya dana gak masuk,276,0.6750765594096577,11,1
123,min portofolio sy koq bisa berkurang tiba2 pdhl kemarin normal duitnya hilang kemana,1163,0.6744276794010003,11,1
124,dear selamat sebentar melaporkan saldo account tiba2 terpotong sudah kroscek dgn menjumlahkan dana account p2p robolending sisa dana terpotong ntah dimana mohon dibantu ya thank you,1638,0.6740761484116412,11,1
125,withdrawal rek bank proses nya brp ya min kemarin ad withdrawal sampe masuk masuk,964,0.6738330895928545,11,2
126,ada bug menu portofolio ya min ga ada informasi detail pokok bunga pembayaran oqay0q8tid,1755,0.6641997131842607,11,2
127,halo admin tanya id produk no 212019fb3f dibayar ya tgl oktober sudah lunas jt lebihnya tolong ditagihkan ya sudah menunggak sudah masuk status gagal bayar,1091,0.6625853499478933,11,1
128,invest uang nya eh ga jatem april sampe ga dikomplen wa robot reply email ga ada balasan ckck,352,0.6590740698914115,11,1
129,yup order history hilang schedule repayment nol barusan team dm sih semoga bisa ditangani mengecewakan bisa cek via website applikasinya tp aplikasinya error daveseta status ...,1775,0.6559015209757976,11,1
130,transaksi gak bisa udah masuk cart trs check out menu cash gak berkurang udah ah cape aplikasi sempurna rilis,1570,0.6552927767678498,11,1
131,mohon info portfolio april tertulis ada pembayaran ada pembayaran tersendat pembayarannya ya,487,0.6529870253334462,11,1
132,ada rumusnya min itunganya gmn ya liat tgl jatoh tempo gmn ya makasi d25rwacukn,1114,0.6529419205812377,11,1
133,aplikasi dibuka gak bisa disuruh relogin semoga dana nasabah gak ilang,1789,0.6527425753973812,11,2
134,gue liat masandi andihiyat bahas bunga woah gede tau gue mah ada udah tau denger andihiyat status s ...,1283,0.6433674773884359,11,2
135,kemarin portofolionya ga update ya akses portofolio indikatornya muter2 ga bisa diliat dr web jg ya sbg pendana,1626,0.6414502939951873,11,2
136,saldo referall gw dpt ko hilang bener ga aaplikasi sy udh email jg ga dijwb parah lo,1740,0.6412982134548089,11,1
137,tanya donk brp ya proses utk pinjaman dana melgkpi data pencairan pengajuan sdh sebulan belm ada kejelasan tlg donk dibantu koin wor minimal ada info status pengajuan email itingta yahoo,908,0.6304374729268174,11,2
138,dm dibalas public replay biar keliatan ada response maintenance update tampilan performance lambat aplikasi android bisa halaman tampilan portofolio sulit,1778,0.6298267786118417,11,2
139,hallo coba portofolio laporan keuangan transparan ada udah jatuh tempo terbayarkan ada alasan fitur buka data lender ga bisa dibuka merekomendasikan keorang keluhan usernya tdk ditanggapi,457,0.6296996362582896,11,1
140,admin sudah perbaruan aplikasi kluarnya tampilan halaman depannya ga bisa login,1776,0.6262468043148748,11,2
141,pinjam dana atm nmr atm berlaku atm saldo ada brp kalo dr 700rb disuruh isi harusbada saldo,659,0.6261737476212546,11,1
142,sd setup autopurchase acct status sdh on tdk dgn spt pakai do android mohon penjelasan,1532,0.6260230915983237,11,1
143,program2 fintek sdh diawasi ojk sdh ada spt lps nya tau namanya investasi ada resikonya uang hilang ya gimana ya,1161,0.6257506023675892,11,2
144,id lender no 212019fb3f 212019c0b0 id merurul gmail tgl oktober sudah lunas jt lebihnya tolong ditagihkan ya soalna sudah nunggak sesuai janji iklan refund dana,1460,0.624846016334182,11,1
145,duit gw hilang investasi koinrobo dah cair tp pengembalian dana ga ada dashboard ojkindonesia evaluasi ijin fintech,1464,0.6240439190141842,11,1
146,pekerja ngantor pengen bisikin atasan yok bisa yok wfh udah ketakutan loh kontrakan digosipin tetangga pagi td diledekin clien krn msh nelp pake telp kantor bilang msh ngantor lg rebaham krn wfh c7d88dqrr6,783,0.6237591834876095,11,2
147,dear kw bisa pendanaan koinrobo ada ya mohon dibantu terima kasih,184,0.6160080431601157,11,1
148,depo des skrg blm masuk respon laporan slalu diteruskan prosesnya skrg gak ada bukti tindakan dm email mrk masuk sdh berlatih mngiklaskan,1563,0.6154527651484422,11,1
149,asetku mendanai 5jt 5jt ada bbrp orang minjem jd kebalik sistem nya dg si contohnya dr duit 5jt gue masukin ada bbrp orang minjem dr uang 5jt gue minjem nya 3jt gak dr gue bmk2poej77,180,0.6153244699428344,11,2
150,sensitif portfolio berkurang tiba2 kejelasan sudah kirim e mail beserta screenshot telepon dm ada solusi disuruh nunggu sudah lapor kepolisian ojk,1099,0.6151394525611539,11,1
151,dear koin works deposit tanggal des masuk sudah hub wa email telp gak ada respon,1597,0.6143133060928383,11,1
152,dear koin works deposit tanggal des masuk sudah hub wa email telp gak ada respon,1598,0.6143133060928383,11,1
153,dear koin works deposit tanggal des masuk sudah hub wa email telp gak ada respon,1599,0.6143133060928383,11,1
154,dear koin works deposit tanggal des masuk sudah hub wa email telp gak ada respon,1600,0.6143133060928383,11,1
155,bisa redeem voucher koin ya pas diklik blank dashboard sudah install ulang kalo via desktop gimana ya mohon solusi qkylmy2yxe,1069,0.6139283721838422,11,2
156,halo admin id produk no 212019fb3f dibayar ya tgl oktober sudah lunas jt lebihnya tolong ditagihkan ya sudah menunggak sudah masuk status gagal bayar terima kasih,963,0.6132301828091828,11,1
157,"Zhong Guo Bao Fu Si You Kun Nan ,Bei Zhi Cai De 11Wei Mei Guo Gong Min Zhong You 3Ren Zhong Fu Jin Ru Zhi Cai Ming Dan dlvr it rdmfqr",873,0.6109193781895211,11,2
158,"Zhong Guo Bao Fu Si You Kun Nan ,Bei Zhi Cai De 11Wei Mei Guo Gong Min Zhong You 3Ren Zhong Fu Jin Ru Zhi Cai Ming Dan dlvr it rdmfqr",1384,0.6109193781895211,11,2
159,mandirifiesta min udah november voucher dijanjikan ada oktober desember website bankmandiri tetep ga ada maksudnya sih min rycaicgkc6,1958,0.610400475205656,11,2
160,aplikasi merespon email customer service butuh berhari hri hilang ada deposit kemana progresnya sudah tgl wow banget nih suruh invest gagu males,1641,0.6099105338362899,11,1
161,mas dave sudah portfolio ga history kosong payment schedule nol ada keuangan narik dana error ojkindonesia mohon bantuannya,1754,0.5965519198895224,11,1
162,halo min sudah transfer des kmrn tp dananya masuk email konfirmasi sudah bbrp kali kirim mohon bantuannya,1690,0.5964492355399961,11,1
163,sudah sebulan ada kejelasan tlg dibantu donk,907,0.5951783605775095,11,1
164,udah update tp gak bisa dibuka gimana,1788,0.5951099542315202,11,1
165,pengajuan proses ya ujung ditolak mohon diperbaiki biar gak php,707,0.595007479975978,11,2
166,knp feb gak cair gmn sih ampe masuk maret ats5mizp9i,965,0.5949976244889451,11,1
167,menit barusan berubah statusnya semoga mention ya admin thanks anyway,1968,0.594912035926064,11,2
168,duit tongpes sama2 pengen tambahan penghasilan ya suka cari cari investasi nih untungnya gedhe langsung melirik pas ada konon hasilnya pertahun gedhe deposito ya 9pcmeouljr,1378,0.5947224606630901,11,2
169,halo admin tanya id produk no 212019fb3f 212019c0b0 dibayar ya tgl oktober sudah lunas jt lebihnya tolong ditagihkan ya terima kasih,1473,0.5945234967285605,11,1
170,setujuh pendanaan ga dibayar iklan bilang nunggak lgs cair dana taktis janjimu php,1450,0.5944371226182198,11,2
171,mendanai pinjaman grade a prosesnya bisa sebulan pengembaliannya jatuh tempo 20an oktober skrg nasibnya telp cs disuruh sabar menunggu,1705,0.592899216491603,11,1
172,kepingin banget bisa diam rumah ga ngider ga uang hidup sehari2 mba,730,0.5924208167991444,11,2
173,pagi min tanya knp gak bisa top up saldo bca virtual account ya situ tertulis ada tagihan trims ganti password koinworksnya trims,1998,0.5869138063789126,11,2
174,bisa disediakan opsi aplikasi aplikasi lihat total keuntungan udah ga ada persentase persentasenya crash aplikasinya,1653,0.5861892342306715,11,2
175,min pgn tau prrformance brp invest brp imbal hasilnya gmn ya thanks,1632,0.582695227069041,11,2
176,pagi tanya sudah reinstall dibuka stuck logo koin hilang mohon solusinya thanks,1784,0.5813075003180713,11,2
177,ojkindonesia mohon diinvestigasi kekacauan fintek minggu web aplikasi error lender bisa menarik dana data error,1753,0.5803795056185375,11,1
178,gimana sudah sebulan statusnya funding proses balikin deh duitnya masukin tenor nunggu sisa duit loan eh ikutan nyangkut kaya gini parah parah kvlagkkguu,603,0.5756166203709832,11,1
179,case thn min sblm pandemi mendanai krn tenor hny bln proses peminjaman dah jalan cek portfolio kaget tenor dah berubah jd bln ada info opsi pembatalan resiko sepenuhnya ada pendana,4,0.574956939392583,11,1
180,mohon info pembayaran terlambat bayar dimana ya ditulis sudah dibayar saldonya,623,0.5748703198883858,11,1
181,sudah ada perbaikan udah kenyang oh baguslah ya uang lender anggap tumbuhkan pohon ya baguslah bagus kinerja logika neraka iblis dipake ya,122,0.5736295678956643,11,2
182,proses kerja npl nya mengerikan sudah minggu ribut admin ig whatsapp e mail berinvestasi catuaries status ...,1490,0.5716124258279633,11,1
183,halo keterangan id peminjam 212019985a sudah ada keterangan ada keterangan prosesnya sudah dimana thanks,1861,0.5709359346139875,11,1
184,udah dm ya tolong proses withdrawal dilama lamain butuh kalo ga butuh ga withdraw kali withdraw udah sukses reject alasan data nggak udah upload ktp thx,1524,0.5682249420115175,11,1
185,to barusan update apk android disana disuruh update data2 ambil foto selfi ktp berhubung device android kameranya ga bagus upgrade data via web,366,0.5661489360841467,11,2
186,koin februari sudah tambahan cash 12rb 17rb 5rb april ada tambahan uang return w013w1ivwe,242,0.5614865809130181,11,2
187,teh kalo ga salah mesti nunggu kekumpul yah si dana nya bisa diputerin,626,0.5612728832324749,11,2
188,bisa tolong reply dm respon email telp ga bisa2 mohon ditanggapi keluhan terkait peringatan pembayaran kena late fee sudah pembayaran jatuh tempo mohon ditanggapi dicek,363,0.5607593605535949,11,1
189,nih gimana sih pengajuan dah pemeriksaan dokumen ga gini dapet email msh antrean ko bgt,536,0.5588089701564765,11,2
190,dimana pembayaran terlambat ya terkendala sudah pembayaran terlambat ada pemberitahuannya,486,0.5583933671638752,11,2
191,coba uninstall install kemarin gitu bisa masuk,1709,0.5583653142367581,11,2
192,yayasan undip ada bnyk ga inget stikom2 politeknik2 jg bnyk naungi undip akreditasi gitu,737,0.5583539198569274,11,2
193,min ko website gk bisa buka gateway time out,1480,0.5583194851940332,11,2
194,admin becanda nih udh 3x upgrade bisa buka,1745,0.558304545359443,11,2
195,min webnya n appsnya ga bisa dibuka punyaku nih,1001,0.558287246782589,11,2
196,knp aplikasi ku ngga bisa masuk y,1154,0.5581148917127364,11,2
197,halo min email support knapa gk respon2 ya,1404,0.5580780454521858,11,1
198,ku coba cuman nggak modal ko sam kayanya nih,627,0.5580712584884244,11,2
199,halo tolong bantuannya login udah request otp ga diterima coba resend tetep ga diterima kali dibilang you entered the wrong for times dpt otp nya engga gp7hec6gxj,1021,0.5564055268643614,11,2
200,dibuka d laptop lihat portofolio pendanaan ko zero ya mohon jawabannya was was tdinya nyoba dlu aga riskan jg,1807,0.5512343283280389,11,1
201,Mei Tai Qian Shu Wei Sheng He Zuo Bei Wang Lu Mei Wei Sheng Bu Chang :Zhi Chi Tai Wan De Min Zhu Kai Fang Tou Ming dlvr it rdmpmx,64,0.5506344005629543,11,2
202,sedih sih bro pgn untung gede rugi gpp drpda ga samsek nyesel invest bnyk orang,226,0.5498888786086554,11,1
203,halo kampanyeku januari ada progres ya statusnya upcoming mulu mohon bantuannya terimakasih kupqpavhlw,1041,0.5493651599303373,11,1
204,min member coba deposit notif muncul no pembayaran kadaluarsa gmn ya thx,1542,0.5493291219063576,11,2
205,bagus sih udh join 10bulan skrg pas buka portfolio suka ngelag nominal bunga diterima skrg ga ditampilkan prosentase timbal hasil jd diupdate keliatan tczoudvzqv,1737,0.5492044620398463,11,2
206,gw sih sampe porto februari kemaren masing2 ga gede ada porto bayarnya telat sampe gw denger sih debt collectornya klu nagih kejem bgt sampe akses kontak peminjam gw mikir sih kasian ya peminjemnya,300,0.5484404223451438,11,2
207,min mandirifiesta tanggal oktober belom update nih aplikasinya voucher masuk aplikasi kau tukar poinku hemmmm sejam zt1wcs6cep,1993,0.5428345089319123,11,2
208,min aplikasi nya semenjak update error ya ga bisa buka hp coba buka via web gagal ganti password mohon bantuannya,1679,0.5411128609975722,11,2
209,mohon info ada pembayaran maret bayar ya,665,0.5393568493344014,11,1
210,sudah kali deposit saldo gak bertambah sudah email sabtu ada balasan,1403,0.5342827063496405,11,1
211,gak mbak gw msh ketahan sih krn msh coba2 dashboard periode invest tiba2 klik detail berubah ada ada pantesan gak cair2 gimana,58,0.5327866544354942,11,1
212,pagi2 iseng buka aplikasi kaget portfolio gw berkurang pdhl ga ngelakuin apa2 fix it pls gw jd nyaman sebulanan update2 bikin outstanding portfolio naek turun ga,1484,0.532409389616088,11,2
213,btw aneh login masukin kode otp aneh kode otpnya gak kekirim kirim gimana masuknya coba ada opsi klo kirim kode otp sms mahal bisa coba kirim email min,1805,0.5320121374929329,11,2
214,heleh loan kw bnyk ga perform ajaib bgt ada gitu ksp bogor bisa dapet pinjeman kw bayar cicilan ngilang ga filter dlu peminjamnya pdhal nama ksp namanya negatif berita lokal ama nasional,444,0.526018369612844,11,1
215,istri idaman suami suamiku isi hatiku ada iklan bisa ngasih bunga pertahun lhaa deposito kalah gede sloq6oufhx,1390,0.5258107628142747,11,2
216,gan ya melampirkan documen tambahan via browser loading pakai wifi mohon pencerahan nya gan,454,0.5244214354011191,11,2
217,email income maret email januari februari data bisa disediakan kw,641,0.5218677205447663,11,2
218,da orang nawari asuransi grates yawda uwe tawari kode uwe uwe mah gitu orangnya pakai kode akoh eah gaeees kodenya hr22814 no tiputipu skuy ah semoga dibalas amal cintanya gatau dibalas ga dibalas dusta lhahyha onelink me lgvi 3ddb797b af ol red true af attr false af origin referrer af tranid 3ddhk9df2z1sqaivmyz gmeq 26af dp 3dkoinworks 253a 252f 252fsigninpersonal 26referral 3dhr22814 26pid 3daf invites 26shortlink 3d3ddb797b 26af referrer customer id 3d gf9917e03595b43789af06d1bc9e5c2bb 26from 3dsuperapps 26af web id 3d853c612e bfb3 4d17 a3d9 7493689101c2 o 26af siteid 3dcom 26c 3dsuperapps 26af referrer uid 3d1587194555375 af chrome lp true ...,535,0.5172721276268655,11,2
219,dear team info pinjaman 212019fb01 november proses pembiayaan cair mohon dibantu follow up ya sudah meleset dijanjikan makasih ya,1860,0.5167429528494921,11,1
220,sudah bisa filter pinjaman sudah alokasikan dana ya,1590,0.5157481773033925,11,2
221,jd error ya aplikasinya close,1729,0.5142480236499951,11,2
222,udah ta email gak ada balasan hajaoaeyqp,1594,0.5142382069522393,11,2
223,portfolio berkurang tiba2 kejelasan cashflow fraud penipuan glitch aplikasi,1144,0.5141998590705142,11,1
224,buka aplikasi mentok ya mohon bantuannya fsab3xlrfp,1710,0.5141925960060982,11,2
225,kalo grade a duit pendanaan bisa kalo grade b kalo grade c seinget gitu sistemnya si kw ganti super transparan niatan pengen narik ganti fintech,1447,0.5141633325372277,11,2
226,taroh duit gede bisa deg deg an wkwwkwk untung gw iseng2 wkwkwkq,1722,0.5141350461782059,11,2
227,min aplikasi webnya dibenerin dnk lemot bngt ya skrg loadingnya,1621,0.5141250373114485,11,2
228,min dah niat bgt neh gw status ... b7lqtiypan,591,0.5141139758782329,11,2
229,daku rumah teh sudah wfh minggu,754,0.5140910420790468,11,2
230,kalo ada tetangga elu malingan gimana cobak lu rumah,821,0.5140893350324738,11,2
231,aplikasinya ga ada min ku masalahin,1954,0.5139732257632577,11,2
232,bisa login errornya email temukan tolong bantu dkykmozd76,1812,0.5139732189598024,11,2
233,thx admin sudah bisa gunain uninstal instal lg,1716,0.5137799260950507,11,2
234,hai admin info pocophone f1 gk bisa buka halaman detail koin p2p k1uemhy9xo,421,0.5134262840548253,11,2
235,min akun ada pembayaran maret cair ya,664,0.5125507278180963,11,1
236,bro knp yah akun kaga jd krn thanks,1560,0.5125379186106593,11,2
237,gak bisa masuk akun sy bisa dibantu,1802,0.5124344600500418,11,2
238,halo kampanyeku ya februari statusnya mohon bantuannya terimakasih dmj9v5hfsb,1003,0.5117871082185872,11,2
239,member email wikananto gmail account value tiba2 berkurang 1jt apapun mohon konfirmasinya,263,0.5117227403288885,11,1
240,teh alhamdulilah rumah nih udah seminggu smoga tuh virus corona pergi jauh2 ya teh,758,0.5115599163511753,11,2
241,hai nanya sbg lender ada piutang jatuh tempo sdh sebulan follow up menghubungi thanks,1854,0.5108626992338094,11,1
242,kemarin ga bisa buka ya muncul tampilan pohon natal,1645,0.5108490509166262,11,2
